Office,Party,County Name,Candidate Name,Votes/Percentage,
State Treasurer,Democratic Party,SAGUACHE,Bernard Douthit,229,
State Treasurer,Democratic Party,SAN JUAN,Bernard Douthit,33,
State Treasurer,Democratic Party,SAN MIGUEL,Bernard Douthit,356,
State Treasurer,Democratic Party,SEDGWICK,Bernard Douthit,32,
State Treasurer,Democratic Party,SUMMIT,Bernard Douthit,875,
State Treasurer,Democratic Party,TELLER,Bernard Douthit,505,
State Treasurer,Democratic Party,WASHINGTON,Bernard Douthit,27,
State Treasurer,Democratic Party,WELD,Bernard Douthit,"3,954",
State Treasurer,Democratic Party,YUMA,Bernard Douthit,88,
State Treasurer,Democratic Party,TOTAL,Bernard Douthit,"175,116",
State Treasurer,Democratic Party,PERCENTAGE,Bernard Douthit,32.52%,
State Treasurer,Republican Party,ADAMS,Justin Everett,"9,255",
State Treasurer,Republican Party,ALAMOSA,Justin Everett,451,
State Treasurer,Republican Party,ARAPAHOE,Justin Everett,"15,896",
State Treasurer,Republican Party,ARCHULETA,Justin Everett,648,
State Treasurer,Republican Party,BACA,Justin Everett,388,
State Treasurer,Republican Party,BENT,Justin Everett,183,
State Treasurer,Republican Party,BOULDER,Justin Everett,"5,636",
State Treasurer,Republican Party,BROOMFIELD,Justin Everett,"2,186",
State Treasurer,Republican Party,CHAFFEE,Justin Everett,880,
State Treasurer,Republican Party,CHEYENNE,Justin Everett,188,
State Treasurer,Republican Party,CLEAR CREEK,Justin Everett,354,
State Treasurer,Republican Party,CONEJOS,Justin Everett,381,
State Treasurer,Republican Party,COSTILLA,Justin Everett,57,
State Treasurer,Republican Party,CROWLEY,Justin Everett,214,
State Treasurer,Republican Party,CUSTER,Justin Everett,399,
State Treasurer,Republican Party,DELTA,Justin Everett,"1,314",
State Treasurer,Republican Party,DENVER,Justin Everett,"8,286",
State Treasurer,Republican Party,DOLORES,Justin Everett,156,
State Treasurer,Republican Party,DOUGLAS,Justin Everett,"14,341",
State Treasurer,Republican Party,EAGLE,Justin Everett,805,
State Treasurer,Republican Party,EL PASO,Justin Everett,"27,871",
State Treasurer,Republican Party,ELBERT,Justin Everett,"2,319",
State Treasurer,Republican Party,FREMONT,Justin Everett,"2,738",
State Treasurer,Republican Party,GARFIELD,Justin Everett,"1,397",
State Treasurer,Republican Party,GILPIN,Justin Everett,199,
State Treasurer,Republican Party,GRAND,Justin Everett,568,
State Treasurer,Republican Party,GUNNISON,Justin Everett,290,
State Treasurer,Republican Party,HINSDALE,Justin Everett,80,
State Treasurer,Republican Party,HUERFANO,Justin Everett,269,
State Treasurer,Republican Party,JACKSON,Justin Everett,196,
State Treasurer,Republican Party,JEFFERSON,Justin Everett,"20,943",
State Treasurer,Republican Party,KIOWA,Justin Everett,119,
State Treasurer,Republican Party,KIT CARSON,Justin Everett,432,
State Treasurer,Republican Party,LA PLATA,Justin Everett,"1,350",
State Treasurer,Republican Party,LAKE,Justin Everett,97,
State Treasurer,Republican Party,LARIMER,Justin Everett,"11,519",
State Treasurer,Republican Party,LAS ANIMAS,Justin Everett,447,
State Treasurer,Republican Party,LINCOLN,Justin Everett,346,
State Treasurer,Republican Party,LOGAN,Justin Everett,"1,254",
State Treasurer,Republican Party,MESA,Justin Everett,"6,617",
State Treasurer,Republican Party,MINERAL,Justin Everett,38,
State Treasurer,Republican Party,MOFFAT,Justin Everett,796,
State Treasurer,Republican Party,MONTEZUMA,Justin Everett,982,
State Treasurer,Republican Party,MONTROSE,Justin Everett,"1,918",
State Treasurer,Republican Party,MORGAN,Justin Everett,986,
State Treasurer,Republican Party,OTERO,Justin Everett,822,
State Treasurer,Republican Party,OURAY,Justin Everett,185,
State Treasurer,Republican Party,PARK,Justin Everett,"1,175",
State Treasurer,Republican Party,PHILLIPS,Justin Everett,343,
State Treasurer,Republican Party,PITKIN,Justin Everett,219,
State Treasurer,Republican Party,PROWERS,Justin Everett,635,
State Treasurer,Republican Party,PUEBLO,Justin Everett,"3,787",
State Treasurer,Republican Party,RIO BLANCO,Justin Everett,400,
State Treasurer,Republican Party,RIO GRANDE,Justin Everett,469,
State Treasurer,Republican Party,ROUTT,Justin Everett,569,
State Treasurer,Republican Party,SAGUACHE,Justin Everett,159,
State Treasurer,Republican Party,SAN JUAN,Justin Everett,15,
State Treasurer,Republican Party,SAN MIGUEL,Justin Everett,103,
State Treasurer,Republican Party,SEDGWICK,Justin Everett,159,
State Treasurer,Republican Party,SUMMIT,Justin Everett,505,
State Treasurer,Republican Party,TELLER,Justin Everett,"1,314",
State Treasurer,Republican Party,WASHINGTON,Justin Everett,472,
State Treasurer,Republican Party,WELD,Justin Everett,"9,103",
State Treasurer,Republican Party,YUMA,Justin Everett,822,
State Treasurer,Republican Party,TOTAL,Justin Everett,"167,045",
State Treasurer,Republican Party,PERCENTAGE,Justin Everett,36.91%,
State Treasurer,Republican Party,ADAMS,Polly Lawrence,"6,353",
State Treasurer,Republican Party,ALAMOSA,Polly Lawrence,357,
State Treasurer,Republican Party,ARAPAHOE,Polly Lawrence,"11,911",
State Treasurer,Republican Party,ARCHULETA,Polly Lawrence,382,
State Treasurer,Republican Party,BACA,Polly Lawrence,208,
State Treasurer,Republican Party,BENT,Polly Lawrence,111,
State Treasurer,Republican Party,BOULDER,Polly Lawrence,"3,691",
State Treasurer,Republican Party,BROOMFIELD,Polly Lawrence,"1,321",
State Treasurer,Republican Party,CHAFFEE,Polly Lawrence,552,
State Treasurer,Republican Party,CHEYENNE,Polly Lawrence,136,
State Treasurer,Republican Party,CLEAR CREEK,Polly Lawrence,238,
State Treasurer,Republican Party,CONEJOS,Polly Lawrence,187,
State Treasurer,Republican Party,COSTILLA,Polly Lawrence,33,
State Treasurer,Republican Party,CROWLEY,Polly Lawrence,122,
State Treasurer,Republican Party,CUSTER,Polly Lawrence,265,
State Treasurer,Republican Party,DELTA,Polly Lawrence,"1,058",
State Treasurer,Republican Party,DENVER,Polly Lawrence,"5,878",
State Treasurer,Republican Party,DOLORES,Polly Lawrence,117,
State Treasurer,Republican Party,DOUGLAS,Polly Lawrence,"10,327",
State Treasurer,Republican Party,EAGLE,Polly Lawrence,576,
State Treasurer,Republican Party,EL PASO,Polly Lawrence,"20,559",
State Treasurer,Republican Party,ELBERT,Polly Lawrence,"1,317",
State Treasurer,Republican Party,FREMONT,Polly Lawrence,"1,735",
State Treasurer,Republican Party,GARFIELD,Polly Lawrence,"1,110",
State Treasurer,Republican Party,GILPIN,Polly Lawrence,105,
State Treasurer,Republican Party,GRAND,Polly Lawrence,407,
State Treasurer,Republican Party,GUNNISON,Polly Lawrence,283,
State Treasurer,Republican Party,HINSDALE,Polly Lawrence,60,
State Treasurer,Republican Party,HUERFANO,Polly Lawrence,164,
State Treasurer,Republican Party,JACKSON,Polly Lawrence,78,
State Treasurer,Republican Party,JEFFERSON,Polly Lawrence,"12,168",
State Treasurer,Republican Party,KIOWA,Polly Lawrence,79,
State Treasurer,Republican Party,KIT CARSON,Polly Lawrence,238,
State Treasurer,Republican Party,LA PLATA,Polly Lawrence,849,
State Treasurer,Republican Party,LAKE,Polly Lawrence,68,
State Treasurer,Republican Party,LARIMER,Polly Lawrence,"6,618",
State Treasurer,Republican Party,LAS ANIMAS,Polly Lawrence,281,
State Treasurer,Republican Party,LINCOLN,Polly Lawrence,172,
State Treasurer,Republican Party,LOGAN,Polly Lawrence,908,
State Treasurer,Republican Party,MESA,Polly Lawrence,"5,354",
State Treasurer,Republican Party,MINERAL,Polly Lawrence,35,
State Treasurer,Republican Party,MOFFAT,Polly Lawrence,638,
State Treasurer,Republican Party,MONTEZUMA,Polly Lawrence,683,
State Treasurer,Republican Party,MONTROSE,Polly Lawrence,"1,724",
State Treasurer,Republican Party,MORGAN,Polly Lawrence,706,
State Treasurer,Republican Party,OTERO,Polly Lawrence,487,
State Treasurer,Republican Party,OURAY,Polly Lawrence,131,
State Treasurer,Republican Party,PARK,Polly Lawrence,840,
State Treasurer,Republican Party,PHILLIPS,Polly Lawrence,199,
State Treasurer,Republican Party,PITKIN,Polly Lawrence,183,
State Treasurer,Republican Party,PROWERS,Polly Lawrence,352,
State Treasurer,Republican Party,PUEBLO,Polly Lawrence,"2,348",
State Treasurer,Republican Party,RIO BLANCO,Polly Lawrence,217,
State Treasurer,Republican Party,RIO GRANDE,Polly Lawrence,368,
State Treasurer,Republican Party,ROUTT,Polly Lawrence,396,
State Treasurer,Republican Party,SAGUACHE,Polly Lawrence,95,
State Treasurer,Republican Party,SAN JUAN,Polly Lawrence,16,
State Treasurer,Republican Party,SAN MIGUEL,Polly Lawrence,69,
State Treasurer,Republican Party,SEDGWICK,Polly Lawrence,95,
State Treasurer,Republican Party,SUMMIT,Polly Lawrence,396,
State Treasurer,Republican Party,TELLER,Polly Lawrence,"1,329",
State Treasurer,Republican Party,WASHINGTON,Polly Lawrence,280,
State Treasurer,Republican Party,WELD,Polly Lawrence,"5,212",
State Treasurer,Republican Party,YUMA,Polly Lawrence,498,
State Treasurer,Republican Party,TOTAL,Polly Lawrence,"113,673",
State Treasurer,Republican Party,PERCENTAGE,Polly Lawrence,25.12%,
State Treasurer,Republican Party,ADAMS,Brian Watson,"9,242",
State Treasurer,Republican Party,ALAMOSA,Brian Watson,520,
State Treasurer,Republican Party,ARAPAHOE,Brian Watson,"16,509",
State Treasurer,Republican Party,ARCHULETA,Brian Watson,651,
State Treasurer,Republican Party,BACA,Brian Watson,343,
State Treasurer,Republican Party,BENT,Brian Watson,226,
State Treasurer,Republican Party,BOULDER,Brian Watson,"5,330",
State Treasurer,Republican Party,BROOMFIELD,Brian Watson,"2,173",
State Treasurer,Republican Party,CHAFFEE,Brian Watson,791,
State Treasurer,Republican Party,CHEYENNE,Brian Watson,183,
State Treasurer,Republican Party,CLEAR CREEK,Brian Watson,288,
State Treasurer,Republican Party,CONEJOS,Brian Watson,407,
State Treasurer,Republican Party,COSTILLA,Brian Watson,73,
State Treasurer,Republican Party,CROWLEY,Brian Watson,218,
State Treasurer,Republican Party,CUSTER,Brian Watson,525,
State Treasurer,Republican Party,DELTA,Brian Watson,"2,104",
State Treasurer,Republican Party,DENVER,Brian Watson,"7,830",
State Treasurer,Republican Party,DOLORES,Brian Watson,211,
State Treasurer,Republican Party,DOUGLAS,Brian Watson,"12,022",
State Treasurer,Republican Party,EAGLE,Brian Watson,831,
State Treasurer,Republican Party,EL PASO,Brian Watson,"30,459",
State Treasurer,Republican Party,ELBERT,Brian Watson,"1,898",
State Treasurer,Republican Party,FREMONT,Brian Watson,"2,741",
State Treasurer,Republican Party,GARFIELD,Brian Watson,"1,571",
State Treasurer,Republican Party,GILPIN,Brian Watson,219,
State Treasurer,Republican Party,GRAND,Brian Watson,633,
State Treasurer,Republican Party,GUNNISON,Brian Watson,400,
State Treasurer,Republican Party,HINSDALE,Brian Watson,71,
State Treasurer,Republican Party,HUERFANO,Brian Watson,246,
State Treasurer,Republican Party,JACKSON,Brian Watson,137,
State Treasurer,Republican Party,JEFFERSON,Brian Watson,"19,275",
State Treasurer,Republican Party,KIOWA,Brian Watson,127,
State Treasurer,Republican Party,KIT CARSON,Brian Watson,525,
State Treasurer,Republican Party,LA PLATA,Brian Watson,"1,399",
State Treasurer,Republican Party,LAKE,Brian Watson,106,
State Treasurer,Republican Party,LARIMER,Brian Watson,"11,506",
State Treasurer,Republican Party,LAS ANIMAS,Brian Watson,431,
State Treasurer,Republican Party,LINCOLN,Brian Watson,361,
State Treasurer,Republican Party,LOGAN,Brian Watson,"1,588",
State Treasurer,Republican Party,MESA,Brian Watson,"7,841",
State Treasurer,Republican Party,MINERAL,Brian Watson,59,
State Treasurer,Republican Party,MOFFAT,Brian Watson,879,
State Treasurer,Republican Party,MONTEZUMA,Brian Watson,"1,096",
State Treasurer,Republican Party,MONTROSE,Brian Watson,"2,946",
State Treasurer,Republican Party,MORGAN,Brian Watson,"1,456",
State Treasurer,Republican Party,OTERO,Brian Watson,941,
State Treasurer,Republican Party,OURAY,Brian Watson,266,
State Treasurer,Republican Party,PARK,Brian Watson,"1,083",
State Treasurer,Republican Party,PHILLIPS,Brian Watson,387,
State Treasurer,Republican Party,PITKIN,Brian Watson,175,
State Treasurer,Republican Party,PROWERS,Brian Watson,603,
State Treasurer,Republican Party,PUEBLO,Brian Watson,"4,783",
State Treasurer,Republican Party,RIO BLANCO,Brian Watson,554,
State Treasurer,Republican Party,RIO GRANDE,Brian Watson,682,
State Treasurer,Republican Party,ROUTT,Brian Watson,612,
State Treasurer,Republican Party,SAGUACHE,Brian Watson,164,
State Treasurer,Republican Party,SAN JUAN,Brian Watson,18,
State Treasurer,Republican Party,SAN MIGUEL,Brian Watson,96,
State Treasurer,Republican Party,SEDGWICK,Brian Watson,185,
State Treasurer,Republican Party,SUMMIT,Brian Watson,484,
State Treasurer,Republican Party,TELLER,Brian Watson,"1,488",
State Treasurer,Republican Party,WASHINGTON,Brian Watson,504,
State Treasurer,Republican Party,WELD,Brian Watson,"9,542",
State Treasurer,Republican Party,YUMA,Brian Watson,809,
State Treasurer,Republican Party,TOTAL,Brian Watson,"171,823",
State Treasurer,Republican Party,PERCENTAGE,Brian Watson,37.97%,WINNER
Attorney General,Democratic Party,ADAMS,Phil Weiser,"16,288",
Attorney General,Democratic Party,ALAMOSA,Phil Weiser,652,
Attorney General,Democratic Party,ARAPAHOE,Phil Weiser,"35,171",
Attorney General,Democratic Party,ARCHULETA,Phil Weiser,529,
Attorney General,Democratic Party,BACA,Phil Weiser,103,
Attorney General,Democratic Party,BENT,Phil Weiser,162,
Attorney General,Democratic Party,BOULDER,Phil Weiser,"33,484",
Attorney General,Democratic Party,BROOMFIELD,Phil Weiser,"5,079",
Attorney General,Democratic Party,CHAFFEE,Phil Weiser,"1,205",
Attorney General,Democratic Party,CHEYENNE,Phil Weiser,37,
Attorney General,Democratic Party,CLEAR CREEK,Phil Weiser,716,
Attorney General,Democratic Party,CONEJOS,Phil Weiser,371,
Attorney General,Democratic Party,COSTILLA,Phil Weiser,345,
Attorney General,Democratic Party,CROWLEY,Phil Weiser,100,
Attorney General,Democratic Party,CUSTER,Phil Weiser,190,
Attorney General,Democratic Party,DELTA,Phil Weiser,959,
Attorney General,Democratic Party,DENVER,Phil Weiser,"59,539",
Attorney General,Democratic Party,DOLORES,Phil Weiser,68,
Attorney General,Democratic Party,DOUGLAS,Phil Weiser,"15,877",
Attorney General,Democratic Party,EAGLE,Phil Weiser,"2,895",
Attorney General,Democratic Party,EL PASO,Phil Weiser,"21,306",
Attorney General,Democratic Party,ELBERT,Phil Weiser,715,
Attorney General,Democratic Party,FREMONT,Phil Weiser,"1,277",
Attorney General,Democratic Party,GARFIELD,Phil Weiser,"2,626",
Attorney General,Democratic Party,GILPIN,Phil Weiser,440,
Attorney General,Democratic Party,GRAND,Phil Weiser,797,
Attorney General,Democratic Party,GUNNISON,Phil Weiser,821,
Attorney General,Democratic Party,HINSDALE,Phil Weiser,30,
Attorney General,Democratic Party,HUERFANO,Phil Weiser,558,
Attorney General,Democratic Party,JACKSON,Phil Weiser,24,
Attorney General,Democratic Party,JEFFERSON,Phil Weiser,"40,250",
Attorney General,Democratic Party,KIOWA,Phil Weiser,41,
Attorney General,Democratic Party,KIT CARSON,Phil Weiser,97,
Attorney General,Democratic Party,LA PLATA,Phil Weiser,"3,177",
Attorney General,Democratic Party,LAKE,Phil Weiser,339,
Attorney General,Democratic Party,LARIMER,Phil Weiser,"21,432",
Attorney General,Democratic Party,LAS ANIMAS,Phil Weiser,856,
Attorney General,Democratic Party,LINCOLN,Phil Weiser,101,
Attorney General,Democratic Party,LOGAN,Phil Weiser,455,
Attorney General,Democratic Party,MESA,Phil Weiser,"4,641",
Attorney General,Democratic Party,MINERAL,Phil Weiser,132,
Attorney General,Democratic Party,MOFFAT,Phil Weiser,174,
Attorney General,Democratic Party,MONTEZUMA,Phil Weiser,807,
Attorney General,Democratic Party,MONTROSE,Phil Weiser,"1,152",
Attorney General,Democratic Party,MORGAN,Phil Weiser,551,
Attorney General,Democratic Party,OTERO,Phil Weiser,463,
Attorney General,Democratic Party,OURAY,Phil Weiser,370,
Attorney General,Democratic Party,PARK,Phil Weiser,728,
Attorney General,Democratic Party,PHILLIPS,Phil Weiser,83,
Attorney General,Democratic Party,PITKIN,Phil Weiser,"1,466",
Attorney General,Democratic Party,PROWERS,Phil Weiser,264,
Attorney General,Democratic Party,PUEBLO,Phil Weiser,"7,334",
Attorney General,Democratic Party,RIO BLANCO,Phil Weiser,75,
Attorney General,Democratic Party,RIO GRANDE,Phil Weiser,338,
Attorney General,Democratic Party,ROUTT,Phil Weiser,"1,629",
Attorney General,Democratic Party,SAGUACHE,Phil Weiser,283,
Attorney General,Democratic Party,SAN JUAN,Phil Weiser,56,
Attorney General,Democratic Party,SAN MIGUEL,Phil Weiser,638,
Attorney General,Democratic Party,SEDGWICK,Phil Weiser,61,
Attorney General,Democratic Party,SUMMIT,Phil Weiser,"1,837",
Attorney General,Democratic Party,TELLER,Phil Weiser,860,
Attorney General,Democratic Party,WASHINGTON,Phil Weiser,69,
Attorney General,Democratic Party,WELD,Phil Weiser,"8,061",
Attorney General,Democratic Party,YUMA,Phil Weiser,170,
Attorney General,Democratic Party,TOTAL,Phil Weiser,"301,354",
Attorney General,Democratic Party,PERCENTAGE,Phil Weiser,50.40%,WINNER
Attorney General,Democratic Party,ADAMS,Joe Salazar,"23,556",
Attorney General,Democratic Party,ALAMOSA,Joe Salazar,884,
Attorney General,Democratic Party,ARAPAHOE,Joe Salazar,"30,369",
Attorney General,Democratic Party,ARCHULETA,Joe Salazar,546,
Attorney General,Democratic Party,BACA,Joe Salazar,142,
Attorney General,Democratic Party,BENT,Joe Salazar,246,
Attorney General,Democratic Party,BOULDER,Joe Salazar,"28,762",
Attorney General,Democratic Party,BROOMFIELD,Joe Salazar,"4,787",
Attorney General,Democratic Party,CHAFFEE,Joe Salazar,"1,424",
Attorney General,Democratic Party,CHEYENNE,Joe Salazar,43,
Attorney General,Democratic Party,CLEAR CREEK,Joe Salazar,690,
Attorney General,Democratic Party,CONEJOS,Joe Salazar,681,
Attorney General,Democratic Party,COSTILLA,Joe Salazar,793,
Attorney General,Democratic Party,CROWLEY,Joe Salazar,132,
Attorney General,Democratic Party,CUSTER,Joe Salazar,231,
Attorney General,Democratic Party,DELTA,Joe Salazar,"1,292",
Attorney General,Democratic Party,DENVER,Joe Salazar,"55,421",
Attorney General,Democratic Party,DOLORES,Joe Salazar,74,
Attorney General,Democratic Party,DOUGLAS,Joe Salazar,"11,547",
Attorney General,Democratic Party,EAGLE,Joe Salazar,"2,161",
Attorney General,Democratic Party,EL PASO,Joe Salazar,"23,732",
Attorney General,Democratic Party,ELBERT,Joe Salazar,679,
Attorney General,Democratic Party,FREMONT,Joe Salazar,"1,574",
Attorney General,Democratic Party,GARFIELD,Joe Salazar,"2,357",
Attorney General,Democratic Party,GILPIN,Joe Salazar,438,
